payment,chain,status
f3f6a908eb4b18b4b4309d5c063474d2,1-2,Captured
494c8b99446562e40019c61a4a11a3a0,Z,Failed
9d54559b70691796a9d003627cd0a319,2,Captured
6200d201159d85a2a6c9492771966ec8,Z,Failed
494bc2c11be8d4a30a66da1b869d5592,1-2,Captured
4e429999112a335cef8c6777cafea694,2,Captured
8cd5fbf3a196e04f9028453094aef8ad,Z,Failed
af527b325867fff247bb9bf1dd3d9a92,Z,Failed
f2b0d0a24f7fdcc6dc44263ad6779861,1-2,Captured
d9c8f7dde1f20ad5072feab1f88a8369,Z,Failed
5221cf4c5c482f9770b85e67eba3d40a,2,Captured
b519d23d7d2cd4f45b5cd91d07fe798f,Z,Failed
c0205baf154c5c0fff2cfd766b90d939,Z,Failed
294f9b39b303d0fb9ab53ac14a4a93d9,2,Captured
85fe96b7fd4fdb06b1e2400a96c2b789,Z,Failed
a688da007fd0a5479ca44e81f5e5fb39,Z,Failed
8b05300279acd708ea42fe3c016460f4,1-2,Captured
377b17355bc1a6b9fe511cefd1f29429,2,Captured
cf0167b1f13ad44a28237ff44efc4a16,Z,Failed
4918f5c3b16de1eb964442f0cfe56cfd,Z,Failed
aeacd38633d9af447c938d68bdeeef90,8,Failed
131078d354ae1b03a3b9de2e04aa59a1,2,Captured
6cc87711c5bf12592bd3986424817fba,0,Captured
c16f419904ec6d3a0d1bfe1a44d47346,2,Captured
e162f104370fd45d8112e11f1c8b09ee,2,Captured
77a6974313fe6b63b357fe14b639f6fa,Z,Failed
a3baa29992ad812eb5d7e3db2a9c65bb,Z,Failed
4903c903d8905ef0f005208d4421a368,2,Captured
c76cba96aa1680b1cc39e6a389ee264b,1-2,Captured
07f00d8b7dce6ade99a3aa503a6380c7,13,Captured
a5a673f127479e266d5e29ea44d317da,1-2,Captured
57c718810f7f01d47b39c125a43ff7ce,2,Captured
442fd594d571c90d50a41a30d5646323,1-2,Captured
34a19d27b1815ed734f49d83a089e0b5,1-2,Captured
ced064bb530593eb06e5d191e1e69b54,2,Captured
72316341316062c5d92f09d75f8b2015,Z,Failed
018b8c39e73c8ea7d3f04bc0cb2d6684,Z,Failed
4ec81f487eb4c2395b364c83eea94304,Z,Failed
7ba35a8e982f5765ee7717b597f78d2f,Z,Failed
cc975ede26c69ec4bbecb54e9c4ea71a,2,Captured
24c6b6c1d7e11b9dbb937b3d7a686d24,9,Captured
f45b0c83202a8a99af39409e11eddf14,Z,Failed
18a0f44f09921cad7d3f7c19d50e98bf,Z,Failed
c593e632e14c0bf8e7c2e52b63cad74c,Z,Failed
5cf64daf65567364c202fab287bdbc97,Z,Failed
84d94b65fc0b1e22386b5a43f0b68f9f,Z,Failed
9b8bc88e5746c24eed0505178938d35a,Z,Failed
c172bbdf77189245dc6193392ab4fb39,1-2,Captured
a7d0cfff8f0e3ee595bcad52aa9cdeb4,Z,Failed
f133587bd2a957cd935de7fff33ceaad,Z,Failed
41a9c6585c8194b28b38f6c341f7ed70,Z,Failed
8649260d779eecc652b159e41b8f060d,Z,Failed
a13fe4e3791941e48f2baed6aebc34a0,Z,Failed
50e58acc948f460c6040aec1bc21881a,Z,Failed
0302ebfe6f870ab491230c36cd6dd6ac,Z,Failed
38537c0fe602a0d42052607058a7474e,Z,Failed
70257c80efe8ff422ff1073c85a1fbe0,Z,Failed
f3d2961841bf7adbc0016f3eca116bb3,1-2,Captured
91348b8354d67f6cfb9616286824cdf2,Z,Failed
e7a45017e0458e43f60d94053874e975,Z,Failed
f224373d88a808ca079117b4aea5fcd3,Z,Failed
1fd5d21f4cdf7e32dcc66810e7d74f4b,Z,Failed
1c5b69160cdfd0a9c3e79e9fc734df0c,Z,Failed
1c8a55fb54042a5a8eec97946800a13a,Z,Failed
dc4a8c8eea1ea77ab9ecb7f039203d9c,Z,Failed
707aaab5d5a932f359880deae56ad0a4,Z,Failed
6706050f30db602dfb87d6f800dfcae8,0,Captured
8f955dcaf17de405256d8bf0341db829,9,Captured
b638abe1775fc04e404d97a42db6d1b0,Z,Failed
8741c38fee393ef11ed3515649947b53,Z,Failed
cfffef281997e471ac6f1041e902f01d,Z,Failed
fd5101745827dcd4fc27f86b2f0d4ef4,8,Failed
067e4a80815a876424f5c6e5759c9234,Z,Failed
8eaccda2a193b023d5a124218d5d1f36,1-2,Captured
53d80319285bea23016928edc3a8b0aa,Z,Failed
7ae8fd299dc1fbf1b8190e72ece4e3b0,Z,Failed
0e85e4ed6825c7a1bcbcbccb7d429349,Z,Failed
7a0dab4c3eb85ff1c349ac547122ecc2,Z,Failed
9002a021c0bffd04a297fd6c3376e9b0,13,Captured
8d3620f032421eda42b42a14dcc859c6,Z,Failed
393e8577262d5f90289a130184c3a3cb,Z,Failed
1ad16a57eccf0275186a9d2b8bed0746,1-2,Captured
29fa2fe0b6cc9543c6afc4b771d9eced,0,Captured
5b7fb3c54da4ec3f5be0ab887c1cae71,2,Captured
b92ee09a8c94ba374ceae0dd4e91c882,1-2,Captured
8473743a5d9ee2531bd545225861ea84,2,Captured
0af0507fab4d897f9a83ea9af9763a7c,2,Captured
f25f12ba13f676d5cbb5f2bc4f8d9d8e,1-2,Captured
1249042c26f37d6d0a486728ee43ff31,2,Captured
e4dceea1094c7cea639a1aebeba184fe,Z,Failed
466fab94c99308f7699f4e7f3d911cea,Z,Failed
d2acff8633e84d31a1373c3c4349e4cb,Z,Failed
10b0bfff095bfb154933d022e7c6bdee,12,Captured
878337e0b2dd4dcb5983c09c742d3a07,2,Captured
3a27138c6a17efb010470c614de641e5,Z,Failed
806d7bfda81e1726aef8adc828af1946,1-2,Captured
5f6229a042e3040a92a3fbb929b479fd,Z,Failed
db3c252bdbcaa6b47559cede4450da87,Z,Failed
bc03d2d258e1422b667a1a049e321156,Z,Failed
67c595a47a566ca237f6b931f7dff7af,2,Captured
9b5422bf41f2296ca87ca9f9a325bcfd,Z,Failed
ab0f9fc712b08fc962d2de55336eccc3,1-2,Captured
62bf51bd8027ef4d9e0c7e87c984654b,Z,Failed
9e178e91a5c572f0631afcf756fcb702,Z,Failed
021d4c09caeb2574e8742c257125394b,9,Captured
c9be90713f33c1195d7987b58c46fed0,Z,Failed
f898bd875e70a21f7c6c6457b67784df,Z,Failed
35526a5266e49f26840bc50d7f054e0f,1-2,Captured
b43b8b3563965c4f7992bf17c29bf0d1,Z,Failed
3c32063353e9af5b2e6954f54b70aec8,Z,Failed
73aec300aac19405bc12b44c3d80b072,2,Captured
d37fb9658c06be07e0edb62683df7b07,Z,Failed
8e64f3e9030d23b69f6871b0da1fa1f9,8,Failed
dbbdd8d3b8289e8f625ce27b47cc0f6a,9,Captured
7a2829cd25879a47b92db0519f3dac97,8,Failed
94753bf88e523328601b45c4ca568a97,2,Captured
dc816e6eff6edad0f0e0d4748bf141c5,0,Captured
fd9100f9bfed69486a3476e759a98a01,0,Captured
85be5cfb43d267c41b2aecae8ad5a30b,Z,Failed
1164e35eb8848bf909b0723e7cfb60a7,Z,Failed
370b9250d0a3b0e9d39723dcf486ed4f,Z,Failed
ff9901447555f0e566db1247dc012d22,1-2,Captured
a9c27c81c34d93e60f6beefd87696307,1-2,Captured
8a98859bc589b7d67855325242dd9e7a,1-2,Captured
181bc3a09e38c21212925422be09d8db,1-2,Captured
3744b220009df38bed08770fc1eaa986,Z,Failed
d44b6e3b8cc4e296014aae15c05f8fa6,1-2,Captured
f006e56ad5e9ebb63adbfa3a0c404883,Z,Failed
e4f9a0b4f6df336caa485ec09890d7f2,Z,Failed
45d8b6235f7776dea298b9eeefac22cd,12,Captured
d04d903283f5224bcacca77d2eab3798,Z,Failed
935874b520c52b8dfc43f40593228e0e,Z,Failed
abee004e3cb5b6a586d75cf34b6ccb09,Z,Failed
b72a9c5607f82a98629bf466de3e9e2b,1-2,Captured
3f741050b16789efa614de8fe1bfa503,2,Captured
24f885f6378504cb22df2fc75bd1c7ff,1-2,Captured
81fdbb2627405344f7fe5560bf7b0a04,2,Captured
a436e68b0ab3b221678de99c6186f67d,2,Captured
1fb4ee90d8b6ae62359c431ca7a76939,Z,Failed
84e14db2311e0c872f2b6b49dc6ed245,Z,Failed
bc9d3c19338c1b010fb72659238f48d7,2,Captured
dcaa8593e0a0f7e18ba2a682aa350309,2,Captured
e0e0569b14ae0f98b472b2d074ccaf13,Z,Failed
cdc490d0ff2e35d735c78556fa7b8ea2,Z,Failed
c221d917128b3824720b2b68bd1c5f16,Z,Failed
a2090bfc03996732eae95b4208318940,2,Captured
e23adcd002d2007ae5bdc58e68ce7d0e,2,Captured
cf10b48de96f228c5af895f87818914c,2,Captured
3a22378c8b97515aba9b5b4fded569d5,Z,Failed
2efc5d52aead03f14ced96b3ef27bcc5,Z,Failed
c82d7d1aee7c2dc1adc96802b7745673,9,Captured
336a094f1f421fd1e77501bd39557ba4,Z,Failed
c73959edefa74ab2c0f375c6ed74a211,2,Captured
a0c8ae286613e7ec6bd749c4e14bc06e,Z,Failed
50b5da08fb9b252796eb4d2564fc9eeb,2,Captured
e9d4d567ac475d3fefc9aa2473a4ec8a,Z,Failed
bfc0fe076fde363ba8e87e69af8c8bed,Z,Failed
4708ec28910e7e52298102d801c912bd,9,Captured
18e3fdc2154a2c614a6234587f52f293,2,Captured
9312087db6fa7a5a6e5d60271b9faba2,2,Captured
3862f199291282c92ced988e16c5e3d9,1-2,Captured
604d787286e6fcd21eea83be79b071c4,Z,Failed
3d5c39d3b4c0778a19675e075490325f,1-2,Captured
4023dd3161d83073b5b4d60f9f00a091,Z,Failed
65717eaf10dd6ed7b23884f479ee34f0,0,Captured
74f76a68f6497bf1025562f5a1a52b32,Z,Failed
7effe25d2338065e1452622930ee8011,2,Captured
24a3495e515b34081c99617c9f67775e,2,Captured
834187ee41c9454c89b3217251f33c33,Z,Failed
8631b533e824f0f474d6881f6728da01,Z,Failed
e5b53a08e8799c8a77a96ab1f3bd8e15,Z,Failed
7570872c5813b6af6e7dfe454701a64d,1-2,Captured
3020206c643ce6b3ef77b1fe3fa436b2,1-2,Captured
6c7719cfb063f06c473bf5ae40958895,Z,Failed
c4c06f0aaf92da28883ad696f9917a0d,Z,Failed
d4ec298c65e50b14583aa183644cc7a3,Z,Failed
76c806c2a4b9ace4759e4d8ef859767e,Z,Failed
74386c86cb2ee89ddb465aa53a68bcd4,2,Captured
8c777a98340db9a2380543da4e3d6d49,2,Captured
96cc51f76511f02665f18a5db3e3f9d9,Z,Failed
dd7dac8cec6e201249247650f83d221f,Z,Failed
7932ee7c42f42698e023d4fd9e3c1380,Z,Failed
0909ec441d3e67a086ff1227c3e62dbe,2,Captured
ad7040431b9e8c0bd5daf80f2777a0da,2,Captured
59254c56e8c8f2fd429ddc3f573d8539,Z,Failed
26356aef8954f38a04373a19ca3be28b,Z,Failed
0fc99dab93954925682c6da2ad11084e,Z,Failed
51a0521ac3d4f6c693313862ab14e6c7,1-2,Captured
effca0a1e4e5c3e5a405ec114e71cd74,Z,Failed
1c09294fff82a8b643fc20e1b8358ab3,1-2,Captured
4c8883e3663809522b3f7df57ce360bd,1-2,Captured
2b84575e8bc0a5cc59ceee6456057f3e,1-2,Captured
38bc8a7d608fc4b2721fba44fb2ca9ad,1-2,Captured
96e3233ae87ad7e523b717a500a8eb4f,Z,Failed
d34ebc3acb48033393e978dd2275f12e,Z,Failed
c036baa7b65efda5ef4be80027260959,2,Captured
6eda2d4d3a92ca0a5d689c97c1781191,1-2,Captured
921cfc165482edd7c1513d480bb4518f,1-2,Captured
babcacb93a23663eb72e497c684e1e7b,2,Captured
7b354aac1d5dee606809937b25c0eadd,2,Captured
775df3f5f2762841f8633daefdb9ca13,Z,Failed
6f635dbab66b0f75c55c58c51876ca79,Z,Failed
0471d82d77b40ccbae454d91dde44203,Z,Failed
d679ee08a924cfcb480fbdc8639e8443,8,Failed
e67f8426489ebc4bb84149e0b2a81323,2,Captured
31bedc8553da9d4756b1cf747f0c7cf2,Z,Failed
eb80ecc5da803a7895c603d81ec902ec,11,Captured
04975b29e92b351b195b4e07a323bec9,2,Captured
dc9abfbb4abbb4f6494e02ceb4560695,Z,Failed
7b514a5f95b5c4e380bcc0a3eb9f1c81,Z,Failed
5d58cb9f4dfaa3f33baf171bf6d03be9,Z,Failed
6ef95cb3678ac0a483ba5bfe653dc689,1-2,Captured
abaf41bf2f34e2d5d42db315a84abef1,2,Captured
614a79d6f7dcdc0887fa9e107b214105,1-2,Captured
054e6fe7c03732e8f44d58c399711869,Z,Failed
8498bab1904c5b0fbafae1168c3deb9a,Z,Failed
1f0eb4d441fbeb79b436484dd6aa6281,8,Failed
dc42cde286ec4c9701d6218b20381de5,Z,Failed
ab1a560aa4fbed8170903f338bc1a1c0,Z,Failed
b04f289456113c24f9f718540a943e72,3,Captured
0be8c087d00269b82e93118596105394,1-2,Captured
16d257614499cab7fabf26f244816514,8,Failed
58517ba4ee3f3975f897c05884102586,2,Captured
ddbedc8336249661f8d52101d8fa772e,2,Captured
bb2ed9fb297953cebb8e2d904c64baf1,Z,Failed
1ba3458fea5cdf1999a40ec97f30547f,Z,Failed
72d765e3b21c2e1c008cb60fbb067c30,Z,Failed
a24a34b6beeb42f0849deecffb25b96b,9,Captured
5127041e7a9dca73732565f1cfb74ff6,9,Captured
b9d88534c26dda6a199fa0a83667d700,2,Captured
5ed828bb43270592f64f6e4f7561d816,1-2,Captured
424b867f24a7396910c2f15bfcec8a26,8,Failed
e11b506f29e8dbecc34cc8c9aa3c4039,2,Captured
e6d7cd6ea7e162036433dc09bcdb0ba7,Z,Failed
d49c393a45d20b8839d241d08af1bc96,Z,Failed
4820f058ade281d3b14e0b80d10bd139,2,Captured
1b14df890c73a45b33a923c0ac510411,12,Captured
461191f3bda11e49555ca284e7f8b1af,0,Captured
0997820616f2d4936e3f930945179b73,2,Captured
68b56be0b5cd9e8f4578879b096ee5fa,Z,Failed
ce82e8ccce546f4960a38c9e8f474dbe,Z,Failed
5bcafa639f182dc100391b685f1431c7,Z,Failed
b3a0a8375b2d70dc3ae78dd9d01208f1,2,Captured
3abde3af4867a9bd48d7e696003b5e5b,2,Captured
7be81e67f28a8f3b29b8d7f62b84d959,2,Captured
ae56116119c46709ce37b45f1636b498,8,Failed
df3deb485667179c1a91521ce213a77b,2,Captured
d5bec238ed6d0c89d9304eff0a47756e,Z,Failed
5a53b748eb20463dc6ad0290717c48a4,1-2,Captured
bfaebb889f3d29889d3b974b34cb955d,1-2,Captured
9aab10e5194bba1d2960875a9181d955,Z,Failed
f5167e96b727cd3322b2a98be1a95fc1,1-2,Captured
42a93a1e5469cf7b1cc920e976925bda,Z,Failed
c17d6c74b494fc97666187c0c1b0a44e,Z,Failed
8238037f482fe5b86715a3568a77ed8f,Z,Failed
beafee2009e3c39a56b2b874ca4baaa5,Z,Failed
400fbd9859124502fa2daa5ad6e61605,Z,Failed
1dc51623751f6fe8055efccf16629d3f,0,Captured
8360737b67a3b815c60b323470930d53,2,Captured
17061ba531d1b9c0e69322aaad850fb5,Z,Failed
6280601654805c03530ac5c3884dafa8,8,Failed
3a4185c5cd81aad23a47b5d25a20ae91,Z,Failed
2d60a496f7a26ace532d9d3b46140c0c,Z,Failed
81d62f0911ba8809044738c59aa1bf29,2,Captured
ddd759963fe64bc55470d803e7e12dca,2,Captured
696e55765b46995577b1d18812cb5e4a,Z,Failed
7a2773065b3a4c1ad6e02d1de67c6791,Z,Failed
66622b9d3428985c351d99d764f522ba,2,Captured
b767d3237b7067c1db198367d9484044,2,Captured
1146ccfcec46d31217628fd7d990fdbe,Z,Failed
5213668a5bc21783835e36bce24be5bb,Z,Failed
15a8fed1a0f935a93165262d039dfd23,Z,Failed
07baa701decf1a6079e207c28f2adfbd,Z,Failed
b81d0319483e6d774c1da7448535acbe,Z,Failed
9af1dcc94b59e62dce00e3c2d5ac8626,0,Captured
c054da4cfe368059b1b7146a3517a535,9,Captured
5af8273c319922fbc5831fd8ca57ad56,Z,Failed
bf2fbd19cac4a015147478b6d9d7f11c,Z,Failed
33fba05482970d6dc8f83c97c423d7c7,2,Captured
3ccab82e74cc119e0a9956315d4bbb1b,9,Captured
ea9aac483743ac917c61671e4053e104,Z,Failed
d8b2cc18fef3e80697d6941ec73a6186,Z,Failed
6952ab3684aa9590c681ad99c45315ef,Z,Failed
d8e3d94a29d4cfd1cf19701f3b7f81ed,2,Captured
a811848f91e892f77d80d8b0eb909162,Z,Failed
ea24bd8518623be2d0445997575e46a7,1-2,Captured
54cc80250761981ca375c510a784663b,Z,Failed
d4397c863b468718b2fa0e0ac7af08bf,1-2,Captured
073e14e59a037fae8fa22182ac4b61a9,Z,Failed
9be9a3f87b72a75fabe3f2a1582d251b,Z,Failed
1680e4e14366b765390c34908660ff2e,1-2,Captured
29ba3adb3a40821b036c2df1ae05bc1d,Z,Failed
df26e6f9725812f51b04a0be7a885638,9,Captured
430b76587a1d3769e5add1c9acfcc3fc,Z,Failed
9ddc10ceaf3a913dee13e4b948d6725b,1-2,Captured
33598d87901bd5090cb344d9b94f17c6,1-2,Captured
5b1578881a52eed0237db2080b52ac3f,Z,Failed
e8b1ca64ce36d8d49f4efa7c0da148c4,2,Captured
41c386c9e68fbc823c97a678e3f4c7a3,1-2,Captured
d33ce1e61bb21e142d7cfeb3e55d9ecd,Z,Failed
8f66da61751014173074344e2750b1b1,Z,Failed
143861c3172106b85f4a0aea8b5a46bc,1-2,Captured
5d9c2a685a069cc0d013a31da9ecf7dd,2,Captured
81c1e17e1cfc44a5e19039889b6706a3,Z,Failed
ecfb40a6bd7f0c687373d15790d98ecb,9,Captured
51a9619e1271f8233e109230e3bfd081,Z,Failed
331b03b6ffb66f86ad255f2eeed8d14e,Z,Failed
dcdb680c7e64773802f12a0df5c244a1,Z,Failed
bae3bcb478f0dbedd20e82037a9e9c7c,0,Captured
5d54a48daceca732c80ecdd5191bc293,Z,Failed
315ea699b7e9b0a13a90b0567acaa020,Z,Failed
8f2374c1eb176be9c55e9f086e9abf7e,Z,Failed
9d0355bd31a0d97b02906b8b966da414,Z,Failed
9de91b2b32e4e8c253f366c6caf96d0a,Z,Failed
f0a34cff7bf9ee88e989beed96188d8a,2,Captured
67a9cfbcd0cc13670a51ac3d04f14e7c,2,Captured
7d29504485610b62c5ff44112690792e,1-2,Captured
68a9628f17b361e1f0242a52a78615ea,1-2,Captured
dde734272b7e2dc73ffdadf7afb0386b,Z,Failed
577749ce05e96266270027c64ab74a3d,8,Failed
5f8291f46470348d2fd0222f37aa7606,Z,Failed
5d257a1053f175a0981fef4409916244,Z,Failed
3e761987f94986cd3c14b409fb3c1e14,2,Captured
3148c7d5fb70e43954e2f66534be4cbd,1-2,Captured
89612d9dd4e13959bbdcd946785fa462,1-2,Captured
55ac1eeae69c1628f517ffeec7870d0a,9,Captured
497da3a91b2862c61d6ca7f3a6b27ba6,Z,Failed
616ff820cb9b520c8aa89f6538a1c14c,Z,Failed
5957d1b54701832ffa304f7118566d31,2,Captured
6d9271aa6429d3e1e89ed1cc986a6756,1-2,Captured
62082a20c7992dd9b759dfcd5d114aff,2,Captured
7e2c17b5381c995530cb320e56dbfe31,1-2,Captured
0b35906bc4383d106299b656e08bc51b,3,Captured
490523ffee72a3fe4722eef5fbb6ff50,0,Captured
887d1c3606922f517bf578dd88b689ad,2,Captured
489790036a092ba47ede5bbc635d93bf,2,Captured
49a1bbf94c06bd1fd76c1d01c729429b,0,Captured
bcea6b99f3563c7189da13be14e63330,Z,Failed
966a93606b92c8a77816a86db11d207c,Z,Failed
6baa72094e51d9069913d0accdd6f822,9,Captured
62d98c70a6c611325cceb0a093a61bed,Z,Failed
a985353e32ef9d16db3e51d3f657a871,Z,Failed
05388af21ed1d0d6baed5f65be73c78e,1-2,Captured
dcc53b754a06d1aba6f71138f7909860,2,Captured
dbd0cb695b46db0e6ef05725c24d5866,1-2,Captured
058232cc4fa65dc6116e0a292518f6b2,Z,Failed
e0346c7aa6542ac044b07f4e47117818,1-2,Captured
0fcc4df9d61671457bb6c7cb357ea2b1,2,Captured
a509635e66fbec88b6f102136fc6da42,Z,Failed
f9e7ab3e34a9bcc45f60a8b19d8d9e94,Z,Failed
d9094e2db4a183aeb95d448b67bd8b99,1-2,Captured
c1e970aa18a03a4a82b013aef3725cdf,1-2,Captured
4bf888e338ac535d4e74ccb264d6392b,Z,Failed
ea6f2c0cddf5a2e4c1d1d790d926ff6e,Z,Failed
4fadf4e6f4dbcba2609367beb0c40b11,Z,Failed
4f0144842b6d36f263c1556d78a04b36,Z,Failed
c86d5fea48a70871930d0df5279ec527,0,Captured
32f6d20564940bb2cd0f99235782ff67,1-2,Captured
aaa911283c77308e261946da0ee8d8d5,9,Captured
0ec5a79cf1bea834159860deadb65bae,1-2,Captured
d9a1dad5a4878951547c7e3c7e277b44,Z,Failed
aa219e6adc2ec220d83bd7c263826270,Z,Failed
d5a0543c8cf35d0c787e2994c2830385,Z,Failed
3ece68014058e3b4b0002bd94e0502d7,Z,Failed
163878161bb552104fcebd2356802f25,2,Captured
ee80c3925078652eb6ef4ae41ca4eb58,Z,Failed
4ec9294322c651b0500f7268bc3c2cb2,Z,Failed
6647a9f5125514cc6fd2acb214f41b50,1-2,Captured
04d67fea862779d231f509496bc6ccc8,8,Failed
0c0b318ea0916d398df25c2c815f7eb5,2,Captured
1ea4a32626424c1754b93f4fc87eed44,0,Captured
fdd0e4b2afa908491df6a949ac1d7475,Z,Failed
d18b4847a7071e11969eac0915cb55db,Z,Failed
08b2405d7951b8bf81dad3ff614d4b0e,Z,Failed
e2f7faf327cf2940126fad9b8a809e6c,1-2,Captured
0df146f7ec9068343f920335d767b59b,1-2,Captured
ead3e1da81207dfe10b6a38a2fcc9e57,Z,Failed
3a6a27bbfe24ab8608b8bbbf2b566a83,Z,Failed
9b9c7397e30e72a29d74b7354eab02ce,2,Captured
4aebce6db92418f9f8d6e8003b0914bd,3,Captured
355d44f6cccd269a895f3447f458d49c,1-2,Captured
1726577f36d611bd55a803b4e4bcc0ef,0,Captured
ab2b141043e6594eeb1596708fa47a4f,Z,Failed
933adf697e998f03a69f077e49599db2,Z,Failed
a7a79e65a7a565237fa4278686f93290,Z,Failed
f6a84e71f62a0c04caae177c346d4b6c,Z,Failed
eb73c745ffd303ab7a112cda20aa64a7,8,Failed
6437a8792dd0a26166640e226e048e01,Z,Failed
8e456af7508f157f02d7abdd6f9fbc24,Z,Failed
8ec803df5d0c903dce4059c6bcd4fdb4,2,Captured
c4735711e735e9c800d82866705ccbfc,Z,Failed
36075b51864bc45d0ba4a8d23895a2e9,Z,Failed
3e013c19a26c545bc5eb6ec20ab29a97,1-2,Captured
e8ea9c930c2ecf99880e061b0bf56f56,Z,Failed
c57bf194a642e645e3868b6c3735c1d4,Z,Failed
08f7005d7b773c952d39c1cb8255f9d8,2,Captured
44d654b72d90f5be143cf01471ce0ce2,2,Captured
2b9e1c1efc55bfbc24aea0ffdc2cbde4,Z,Failed
23e340de390045478b7bb508ccc9798d,2,Captured
b8f76a25c48a295a3c4d76711e412698,3,Captured
209fb0c8594519abf399c3bc499ccb9b,Z,Failed
305890c684fc9174a810fd5ef97b8764,Z,Failed
bd6e066846acb4cc0f98da164e3b70a4,Z,Failed
f0edf6ba6e67c617b23b178cda4e2e16,1-2,Captured
3d121d611af9da14094e73c16c0d47cf,2,Captured
c5eee56f11907192973412d667eb0b4f,Z,Failed
1bef1babcb061bc3a05fb97ba38d1103,2,Captured
83c0f00d3c4a02fda6f6a824658214fc,Z,Failed
4af70174a1fd2be7b92f4ff962a2ccca,2,Captured
1f636bfc32449e4a3db0b1a165827182,2,Captured
a64b4ecef9d57e2ada45d3e1b719c6bb,Z,Failed
e9bd085b9e273ccf0febd0d1f0253ea6,8,Failed
38be2002611d5cd3197ab6b62deb8a9d,Z,Failed
62c8c78685e4363f1762307143936afa,Z,Failed
834896fb08f29d056fcc7e0657a02e02,Z,Failed
6a3e448e3205adfc528780af96de306b,0,Captured
303d4e7a4f0aa8bfa9c92fe57e897ac5,1-2,Captured
57eb5a0373aef99edc3d1b74192725c5,1-2,Captured
f24b9889f68cdd211d4d520223a4a189,8,Failed
52554f4162f5d630a720681e8c3c334e,1-2,Captured
b2dfb024cc26dcb766fa9f5bfa358ce1,1-2,Captured
964163c8c8cfa12be192279f0a071992,2,Captured
cac1c1bb0ac93a4e18fc794e69b25d24,Z,Failed
e814b53701c620f0dc616029c11f76a8,Z,Failed
1b5a7a2ff2835e90aaea18608ae54c35,Z,Failed
236d2478570eada122b791d699321355,2,Captured
b6a47829519b484998cf680965461c30,2,Captured
7e420944d4d11e3c786a3875229bc7df,2,Captured
ec75a8051c88d14dd921bcd84beed86b,2,Captured
e52bf69f6275d881d8d87b2687521481,Z,Failed
1722ec9ec84e469e7692db7b53c6f6bb,3,Captured
0463e2c533666ddcb12b9ede9041a6d2,9,Captured
31b48b40160f7700340c56d0d1b77880,Z,Failed
2abd737ac99ec2307dc10ac13b3cade1,Z,Failed
31cabb31e1b25de28c0f0e79d70cfbd3,Z,Failed
999e0c53efa09061d4e358dfab0e4f49,Z,Failed
25a048cce263441ef1195a976a7a1157,Z,Failed
716bd2d7b36a05c0cf9fbec1a2f72e54,Z,Failed
66fdcb174012b5072ca011cc0fab27e2,Z,Failed
ad9ab26fb1414e0a2921d5522e4d8746,Z,Failed
e0b41ae9853083f6a20c441f5b597655,Z,Failed
ac42748f253afae4bfc87fb8186beacd,Z,Failed
9dee88ff002aa81481694d572d750a0c,3,Captured
9e632238d8018f972938edbc9d4d34eb,Z,Failed
d670f7b65974439af54c25774fa82dee,8,Failed
8269cc26b68706adc4d4585dd933f14f,1-2,Captured
5c52c66f349eb951eb1a08b2a43758cd,Z,Failed
9dc2ce1c715fadfb2284ae34f70cd3fc,Z,Failed
fa660f6357349794cf87716dba5cb5c0,1-2,Captured
c5afc49b8a5145e932670f1e1e91992d,2,Captured
e74211ef2cc0e388214c6196b7ba069d,9,Captured
6963cff2a31a21e6e9be791a2b4899ad,Z,Failed
baac0bd5729abfd730a5bd56b5255841,8,Failed
ed6c850ee852d1e3789219a000da5ed8,Z,Failed
44795830a04eccd8c46d180cc10a0d7a,Z,Failed
0458623c9c87e6c228d697767478ce89,2,Captured
088ad576052bc7102750a9b3b071311a,2,Captured
ab4dc069096c82e6b50b5e026983deb6,1-2,Captured
d75b093a6cce62a8183590fa462423bf,Z,Failed
f0f4fc83b171857c3475a156c3a95b37,2,Captured
8d5e9cef5dae35c5e9d03489cc8ccf1f,2,Captured
39d00fbe01f4d2121c8fe63a4978f9de,Z,Failed
d9548f37c86634753d654aa946221d44,8,Failed
2961b7743045ddf11292ca8b19a0f28a,8,Failed
9b89e17b712ce6066eeed525b888e011,Z,Failed
55fb508679be6353d1746c277ab77763,1-2,Captured
3f680d54b058b548ddc17f5ff5a974ec,Z,Failed
3883dce5f1299085493983ee0709f0ab,2,Captured
0e03cfe3a3fb010a5bdd91f72eeb85c4,8,Failed
b00cff2e491322065e7b93cd8a0c0906,Z,Failed
28d7458a7cea5b22f00329f4b44a6e17,2,Captured
8f88cd6e212985c4b24d4c9f51242b17,2,Captured
cda16c056fa028f16554733b5193e941,Z,Failed
b11cd150e9714c2c34f27fbef9d90e81,8,Failed
e759d1f69c07a0b8fb1e1d57eb415ccc,Z,Failed
d1bed59438b15a28a796427683c71df5,Z,Failed
b3cdad053d942758d565eb23e0c95991,1-2,Captured
5512a15862916b5d74abe51bb5580450,Z,Failed
54d97fb0eed029632e3fe4f86310f08e,2,Captured
53d03d324ae9fcaa9b5e2399330ad792,2,Captured
67db91270a6328b1f9ca7839d28b7f6d,8,Failed
a087301b3799fe05f85ca40bb639ad6e,8,Failed
92001564b8f69ab31e7d12f6c2b04768,0,Captured
a08394ea39d4d4e715129ce83e6cff46,0,Captured
